Model,Accuracy,Precision,Recall,F1 Score,Cohen Kappa,AUC
KNN,0.875,0.875,0.875,0.875,0.7941327843540916,0.9452688527788059
KNN,0.8375,0.8532085253456222,0.8375,0.8438154761904763,0.7373074008588028,0.9427221292366799
KNN,0.8375,0.8495329670329671,0.8375,0.8427083333333334,0.7359065515490096,0.9467904895923649
KNN,0.9,0.9004419191919192,0.9,0.9000526870389883,0.8355178617322025,0.9501255372212857
LR,0.9125,0.909508547008547,0.9125,0.9097368421052632,0.8539384454877412,0.9625234083414695
LR,0.9125,0.9150641025641025,0.9125,0.9130836162988116,0.8555211558307534,0.9599136594799828
LR,0.9125,0.9201923076923076,0.9125,0.9152217741935484,0.8574338085539714,0.9586237891521795
LR,0.9125,0.9201923076923076,0.9125,0.9152217741935484,0.8574338085539714,0.9585961364233292
SVC,0.8875,0.9161764705882351,0.8875,0.8954435630174489,0.8212068537372734,0.9874377978306347
SVC,0.875,0.8888655462184873,0.875,0.8799014084507043,0.798183652875883,0.9653431046607551
SVC,0.875,0.878823051948052,0.875,0.8763452248234858,0.7957620628031657,0.9682401769717713
SVC,0.875,0.8699107142857143,0.875,0.8707999386628501,0.7921538061834243,0.9769608565069573
